_comparatorDate,_labourCategory,_previousMonth,_previousYear,Age group,Date,Labour force characteristics,Sex,_valueConnector,Value
July 2005,M,2006-06-01,2005-07-01,All working ages (15+),2006-07-01,Participation Rate,Males,74.4,74.4
August 2005,M,2006-07-01,2005-08-01,All working ages (15+),2006-08-01,Participation Rate,Males,74.4,74.4
September 2005,M,2006-08-01,2005-09-01,All working ages (15+),2006-09-01,Participation Rate,Males,73.8,73.8
October 2005,M,2006-09-01,2005-10-01,All working ages (15+),2006-10-01,Participation Rate,Males,73.5,73.5
November 2005,M,2006-10-01,2005-11-01,All working ages (15+),2006-11-01,Participation Rate,Males,73.1,73.1
December 2005,M,2006-11-01,2005-12-01,All working ages (15+),2006-12-01,Participation Rate,Males,73.3,73.3
January 2006,M,2006-12-01,2006-01-01,All working ages (15+),2007-01-01,Participation Rate,Males,72.6,72.6
February 2006,M,2007-01-01,2006-02-01,All working ages (15+),2007-02-01,Participation Rate,Males,71.6,71.6
March 2006,M,2007-02-01,2006-03-01,All working ages (15+),2007-03-01,Participation Rate,Males,71,71
April 2006,M,2007-03-01,2006-04-01,All working ages (15+),2007-04-01,Participation Rate,Males,71.8,71.8
March 2005,M,2006-02-01,2005-03-01,All working ages (15+),2006-03-01,Unemployment Rate,Males,5.7,5.7
April 2005,M,2006-03-01,2005-04-01,All working ages (15+),2006-04-01,Unemployment Rate,Males,6.2,6.2
May 2005,M,2006-04-01,2005-05-01,All working ages (15+),2006-05-01,Unemployment Rate,Males,6.3,6.3
June 2005,M,2006-05-01,2005-06-01,All working ages (15+),2006-06-01,Unemployment Rate,Males,5.7,5.7
July 2005,M,2006-06-01,2005-07-01,All working ages (15+),2006-07-01,Unemployment Rate,Males,5.5,5.5
August 2005,M,2006-07-01,2005-08-01,All working ages (15+),2006-08-01,Unemployment Rate,Males,4.8,4.8
September 2005,M,2006-08-01,2005-09-01,All working ages (15+),2006-09-01,Unemployment Rate,Males,5,5
October 2005,M,2006-09-01,2005-10-01,All working ages (15+),2006-10-01,Unemployment Rate,Males,4.4,4.4
November 2005,M,2006-10-01,2005-11-01,All working ages (15+),2006-11-01,Unemployment Rate,Males,4.4,4.4
December 2005,M,2006-11-01,2005-12-01,All working ages (15+),2006-12-01,Unemployment Rate,Males,4.6,4.6
January 2006,M,2006-12-01,2006-01-01,All working ages (15+),2007-01-01,Unemployment Rate,Males,5.4,5.4
February 2006,M,2007-01-01,2006-02-01,All working ages (15+),2007-02-01,Unemployment Rate,Males,5.8,5.8
March 2006,M,2007-02-01,2006-03-01,All working ages (15+),2007-03-01,Unemployment Rate,Males,6,6
April 2006,M,2007-03-01,2006-04-01,All working ages (15+),2007-04-01,Unemployment Rate,Males,6.4,6.4
March 2005,M,2006-02-01,2005-03-01,25 to 54 years,2006-03-01,Participation Rate,Males,90.5,90.5
April 2005,M,2006-03-01,2005-04-01,25 to 54 years,2006-04-01,Participation Rate,Males,90.7,90.7
May 2005,M,2006-04-01,2005-05-01,25 to 54 years,2006-05-01,Participation Rate,Males,90.7,90.7
June 2005,M,2006-05-01,2005-06-01,25 to 54 years,2006-06-01,Participation Rate,Males,91.2,91.2
July 2005,M,2006-06-01,2005-07-01,25 to 54 years,2006-07-01,Participation Rate,Males,91.4,91.4
August 2005,M,2006-07-01,2005-08-01,25 to 54 years,2006-08-01,Participation Rate,Males,91,91
September 2005,M,2006-08-01,2005-09-01,25 to 54 years,2006-09-01,Participation Rate,Males,91.1,91.1
October 2005,M,2006-09-01,2005-10-01,25 to 54 years,2006-10-01,Participation Rate,Males,91.2,91.2
November 2005,M,2006-10-01,2005-11-01,25 to 54 years,2006-11-01,Participation Rate,Males,91.4,91.4
December 2005,M,2006-11-01,2005-12-01,25 to 54 years,2006-12-01,Participation Rate,Males,91.1,91.1
January 2006,M,2006-12-01,2006-01-01,25 to 54 years,2007-01-01,Participation Rate,Males,90.7,90.7
February 2006,M,2007-01-01,2006-02-01,25 to 54 years,2007-02-01,Participation Rate,Males,90.7,90.7
March 2006,M,2007-02-01,2006-03-01,25 to 54 years,2007-03-01,Participation Rate,Males,90.5,90.5
April 2006,M,2007-03-01,2006-04-01,25 to 54 years,2007-04-01,Participation Rate,Males,90.9,90.9
March 2005,M,2006-02-01,2005-03-01,25 to 54 years,2006-03-01,Unemployment Rate,Males,4.3,4.3
April 2005,M,2006-03-01,2005-04-01,25 to 54 years,2006-04-01,Unemployment Rate,Males,4.8,4.8
May 2005,M,2006-04-01,2005-05-01,25 to 54 years,2006-05-01,Unemployment Rate,Males,5,5
June 2005,M,2006-05-01,2005-06-01,25 to 54 years,2006-06-01,Unemployment Rate,Males,4.7,4.7
July 2005,M,2006-06-01,2005-07-01,25 to 54 years,2006-07-01,Unemployment Rate,Males,3.8,3.8
August 2005,M,2006-07-01,2005-08-01,25 to 54 years,2006-08-01,Unemployment Rate,Males,3,3
September 2005,M,2006-08-01,2005-09-01,25 to 54 years,2006-09-01,Unemployment Rate,Males,3.4,3.4
October 2005,M,2006-09-01,2005-10-01,25 to 54 years,2006-10-01,Unemployment Rate,Males,3.4,3.4
November 2005,M,2006-10-01,2005-11-01,25 to 54 years,2006-11-01,Unemployment Rate,Males,3.6,3.6
December 2005,M,2006-11-01,2005-12-01,25 to 54 years,2006-12-01,Unemployment Rate,Males,3.6,3.6
January 2006,M,2006-12-01,2006-01-01,25 to 54 years,2007-01-01,Unemployment Rate,Males,4,4
February 2006,M,2007-01-01,2006-02-01,25 to 54 years,2007-02-01,Unemployment Rate,Males,4.7,4.7
March 2006,M,2007-02-01,2006-03-01,25 to 54 years,2007-03-01,Unemployment Rate,Males,4.8,4.8
April 2006,M,2007-03-01,2006-04-01,25 to 54 years,2007-04-01,Unemployment Rate,Males,5.6,5.6
March 2005,M,2006-02-01,2005-03-01,55 years and over,2006-03-01,Participation Rate,Males,41.1,41.1
April 2005,M,2006-03-01,2005-04-01,55 years and over,2006-04-01,Participation Rate,Males,41.6,41.6
May 2005,M,2006-04-01,2005-05-01,55 years and over,2006-05-01,Participation Rate,Males,41,41
June 2005,M,2006-05-01,2005-06-01,55 years and over,2006-06-01,Participation Rate,Males,39.4,39.4
July 2005,M,2006-06-01,2005-07-01,55 years and over,2006-07-01,Participation Rate,Males,37.8,37.8
August 2005,M,2006-07-01,2005-08-01,55 years and over,2006-08-01,Participation Rate,Males,37.4,37.4
September 2005,M,2006-08-01,2005-09-01,55 years and over,2006-09-01,Participation Rate,Males,37.5,37.5
October 2005,M,2006-09-01,2005-10-01,55 years and over,2006-10-01,Participation Rate,Males,38.4,38.4
November 2005,M,2006-10-01,2005-11-01,55 years and over,2006-11-01,Participation Rate,Males,39.1,39.1
December 2005,M,2006-11-01,2005-12-01,55 years and over,2006-12-01,Participation Rate,Males,39.6,39.6
January 2006,M,2006-12-01,2006-01-01,55 years and over,2007-01-01,Participation Rate,Males,38.9,38.9
February 2006,M,2007-01-01,2006-02-01,55 years and over,2007-02-01,Participation Rate,Males,37.7,37.7
March 2006,M,2007-02-01,2006-03-01,55 years and over,2007-03-01,Participation Rate,Males,37.5,37.5
April 2006,M,2007-03-01,2006-04-01,55 years and over,2007-04-01,Participation Rate,Males,38.4,38.4
March 2005,M,2006-02-01,2005-03-01,55 years and over,2006-03-01,Unemployment Rate,Males,5.7,5.7
April 2005,M,2006-03-01,2005-04-01,55 years and over,2006-04-01,Unemployment Rate,Males,5.7,5.7
May 2005,M,2006-04-01,2005-05-01,55 years and over,2006-05-01,Unemployment Rate,Males,5.2,5.2
June 2005,M,2006-05-01,2005-06-01,55 years and over,2006-06-01,Unemployment Rate,Males,4.8,4.8
July 2005,M,2006-06-01,2005-07-01,55 years and over,2006-07-01,Unemployment Rate,Males,5.7,5.7
August 2005,M,2006-07-01,2005-08-01,55 years and over,2006-08-01,Unemployment Rate,Males,6.3,6.3
September 2005,M,2006-08-01,2005-09-01,55 years and over,2006-09-01,Unemployment Rate,Males,5.5,5.5
October 2005,M,2006-09-01,2005-10-01,55 years and over,2006-10-01,Unemployment Rate,Males,4.6,4.6
December 2005,M,2006-11-01,2005-12-01,55 years and over,2006-12-01,Unemployment Rate,Males,3.9,3.9
January 2006,M,2006-12-01,2006-01-01,55 years and over,2007-01-01,Unemployment Rate,Males,4.6,4.6
February 2006,M,2007-01-01,2006-02-01,55 years and over,2007-02-01,Unemployment Rate,Males,5.3,5.3
March 2006,M,2007-02-01,2006-03-01,55 years and over,2007-03-01,Unemployment Rate,Males,5.2,5.2
April 2006,M,2007-03-01,2006-04-01,55 years and over,2007-04-01,Unemployment Rate,Males,5.7,5.7
March 2005,F,2006-02-01,2005-03-01,55 years and over,2006-03-01,Unemployment Rate,Females,,
April 2005,F,2006-03-01,2005-04-01,55 years and over,2006-04-01,Unemployment Rate,Females,,
May 2005,F,2006-04-01,2005-05-01,55 years and over,2006-05-01,Unemployment Rate,Females,,
June 2005,F,2006-05-01,2005-06-01,55 years and over,2006-06-01,Unemployment Rate,Females,,
July 2005,F,2006-06-01,2005-07-01,55 years and over,2006-07-01,Unemployment Rate,Females,,
August 2005,F,2006-07-01,2005-08-01,55 years and over,2006-08-01,Unemployment Rate,Females,,
March 2006,F,2007-02-01,2006-03-01,55 years and over,2007-03-01,Unemployment Rate,Females,,
November 2005,M,2006-10-01,2005-11-01,55 years and over,2006-11-01,Unemployment Rate,Males,,
December 2013,15 to 24,2014-11-01,2013-12-01,15 to 24 years,2014-12-01,Participation Rate,Everyone,67.7,67.7
January 2014,15 to 24,2014-12-01,2014-01-01,15 to 24 years,2015-01-01,Participation Rate,Everyone,67.2,67.2
February 2014,15 to 24,2015-01-01,2014-02-01,15 to 24 years,2015-02-01,Participation Rate,Everyone,65.8,65.8
March 2014,15 to 24,2015-02-01,2014-03-01,15 to 24 years,2015-03-01,Participation Rate,Everyone,65.5,65.5
April 2014,15 to 24,2015-03-01,2014-04-01,15 to 24 years,2015-04-01,Participation Rate,Everyone,64.5,64.5
May 2014,15 to 24,2015-04-01,2014-05-01,15 to 24 years,2015-05-01,Participation Rate,Everyone,66.8,66.8
June 2014,15 to 24,2015-05-01,2014-06-01,15 to 24 years,2015-06-01,Participation Rate,Everyone,68.4,68.4
July 2014,15 to 24,2015-06-01,2014-07-01,15 to 24 years,2015-07-01,Participation Rate,Everyone,73.2,73.2
August 2014,15 to 24,2015-07-01,2014-08-01,15 to 24 years,2015-08-01,Participation Rate,Everyone,75.7,75.7
September 2014,15 to 24,2015-08-01,2014-09-01,15 to 24 years,2015-09-01,Participation Rate,Everyone,75.4,75.4
October 2014,15 to 24,2015-09-01,2014-10-01,15 to 24 years,2015-10-01,Participation Rate,Everyone,70.9,70.9
November 2014,15 to 24,2015-10-01,2014-11-01,15 to 24 years,2015-11-01,Participation Rate,Everyone,65.2,65.2
December 2014,15 to 24,2015-11-01,2014-12-01,15 to 24 years,2015-12-01,Participation Rate,Everyone,63.2,63.2
December 2013,15 to 24,2014-11-01,2013-12-01,15 to 24 years,2014-12-01,Unemployment Rate,Everyone,11.9,11.9
January 2014,15 to 24,2014-12-01,2014-01-01,15 to 24 years,2015-01-01,Unemployment Rate,Everyone,11.4,11.4
February 2014,15 to 24,2015-01-01,2014-02-01,15 to 24 years,2015-02-01,Unemployment Rate,Everyone,11.9,11.9
March 2014,15 to 24,2015-02-01,2014-03-01,15 to 24 years,2015-03-01,Unemployment Rate,Everyone,12,12
April 2014,15 to 24,2015-03-01,2014-04-01,15 to 24 years,2015-04-01,Unemployment Rate,Everyone,13,13
May 2014,15 to 24,2015-04-01,2014-05-01,15 to 24 years,2015-05-01,Unemployment Rate,Everyone,14.2,14.2
June 2014,15 to 24,2015-05-01,2014-06-01,15 to 24 years,2015-06-01,Unemployment Rate,Everyone,14.2,14.2
July 2014,15 to 24,2015-06-01,2014-07-01,15 to 24 years,2015-07-01,Unemployment Rate,Everyone,13.1,13.1
August 2014,15 to 24,2015-07-01,2014-08-01,15 to 24 years,2015-08-01,Unemployment Rate,Everyone,10.6,10.6
September 2014,15 to 24,2015-08-01,2014-09-01,15 to 24 years,2015-09-01,Unemployment Rate,Everyone,11.1,11.1
October 2014,15 to 24,2015-09-01,2014-10-01,15 to 24 years,2015-10-01,Unemployment Rate,Everyone,10.5,10.5
November 2014,15 to 24,2015-10-01,2014-11-01,15 to 24 years,2015-11-01,Unemployment Rate,Everyone,11.4,11.4
December 2014,15 to 24,2015-11-01,2014-12-01,15 to 24 years,2015-12-01,Unemployment Rate,Everyone,10.7,10.7
December 2013,,2014-11-01,2013-12-01,All working ages (15+),2014-12-01,Participation Rate,Everyone,70.1,70.1
January 2014,,2014-12-01,2014-01-01,All working ages (15+),2015-01-01,Participation Rate,Everyone,69.8,69.8
February 2014,,2015-01-01,2014-02-01,All working ages (15+),2015-02-01,Participation Rate,Everyone,69.2,69.2
March 2014,,2015-02-01,2014-03-01,All working ages (15+),2015-03-01,Participation Rate,Everyone,68.2,68.2
April 2014,,2015-03-01,2014-04-01,All working ages (15+),2015-04-01,Participation Rate,Everyone,67.5,67.5
May 2014,,2015-04-01,2014-05-01,All working ages (15+),2015-05-01,Participation Rate,Everyone,67.6,67.6
June 2014,,2015-05-01,2014-06-01,All working ages (15+),2015-06-01,Participation Rate,Everyone,68,68
July 2014,,2015-06-01,2014-07-01,All working ages (15+),2015-07-01,Participation Rate,Everyone,68.9,68.9
August 2014,,2015-07-01,2014-08-01,All working ages (15+),2015-08-01,Participation Rate,Everyone,69.3,69.3
September 2014,,2015-08-01,2014-09-01,All working ages (15+),2015-09-01,Participation Rate,Everyone,69.5,69.5
October 2014,,2015-09-01,2014-10-01,All working ages (15+),2015-10-01,Participation Rate,Everyone,68.8,68.8
November 2014,,2015-10-01,2014-11-01,All working ages (15+),2015-11-01,Participation Rate,Everyone,68.1,68.1
December 2014,,2015-11-01,2014-12-01,All working ages (15+),2015-12-01,Participation Rate,Everyone,67.7,67.7
December 2013,,2014-11-01,2013-12-01,All working ages (15+),2014-12-01,Unemployment Rate,Everyone,5.9,5.9
January 2014,,2014-12-01,2014-01-01,All working ages (15+),2015-01-01,Unemployment Rate,Everyone,6.1,6.1
February 2014,,2015-01-01,2014-02-01,All working ages (15+),2015-02-01,Unemployment Rate,Everyone,6.5,6.5
March 2014,,2015-02-01,2014-03-01,All working ages (15+),2015-03-01,Unemployment Rate,Everyone,6.8,6.8
April 2014,,2015-03-01,2014-04-01,All working ages (15+),2015-04-01,Unemployment Rate,Everyone,7,7
May 2014,,2015-04-01,2014-05-01,All working ages (15+),2015-05-01,Unemployment Rate,Everyone,7.2,7.2
June 2014,,2015-05-01,2014-06-01,All working ages (15+),2015-06-01,Unemployment Rate,Everyone,6.9,6.9
July 2014,,2015-06-01,2014-07-01,All working ages (15+),2015-07-01,Unemployment Rate,Everyone,6.3,6.3
August 2014,,2015-07-01,2014-08-01,All working ages (15+),2015-08-01,Unemployment Rate,Everyone,5.8,5.8
September 2014,,2015-08-01,2014-09-01,All working ages (15+),2015-09-01,Unemployment Rate,Everyone,5.9,5.9
October 2014,,2015-09-01,2014-10-01,All working ages (15+),2015-10-01,Unemployment Rate,Everyone,5.7,5.7
November 2014,,2015-10-01,2014-11-01,All working ages (15+),2015-11-01,Unemployment Rate,Everyone,5.9,5.9
December 2014,,2015-11-01,2014-12-01,All working ages (15+),2015-12-01,Unemployment Rate,Everyone,5.9,5.9
December 2013,25 to 54,2014-11-01,2013-12-01,25 to 54 years,2014-12-01,Participation Rate,Everyone,89.2,89.2
January 2014,25 to 54,2014-12-01,2014-01-01,25 to 54 years,2015-01-01,Participation Rate,Everyone,88.9,88.9
February 2014,25 to 54,2015-01-01,2014-02-01,25 to 54 years,2015-02-01,Participation Rate,Everyone,88.7,88.7
March 2014,25 to 54,2015-02-01,2014-03-01,25 to 54 years,2015-03-01,Participation Rate,Everyone,87.6,87.6
April 2014,25 to 54,2015-03-01,2014-04-01,25 to 54 years,2015-04-01,Participation Rate,Everyone,87.3,87.3
May 2014,25 to 54,2015-04-01,2014-05-01,25 to 54 years,2015-05-01,Participation Rate,Everyone,87,87
June 2014,25 to 54,2015-05-01,2014-06-01,25 to 54 years,2015-06-01,Participation Rate,Everyone,87.4,87.4
July 2014,25 to 54,2015-06-01,2014-07-01,25 to 54 years,2015-07-01,Participation Rate,Everyone,87.8,87.8
August 2014,25 to 54,2015-07-01,2014-08-01,25 to 54 years,2015-08-01,Participation Rate,Everyone,87.8,87.8
September 2014,25 to 54,2015-08-01,2014-09-01,25 to 54 years,2015-09-01,Participation Rate,Everyone,88.2,88.2
October 2014,25 to 54,2015-09-01,2014-10-01,25 to 54 years,2015-10-01,Participation Rate,Everyone,88,88
November 2014,25 to 54,2015-10-01,2014-11-01,25 to 54 years,2015-11-01,Participation Rate,Everyone,88.2,88.2
December 2014,25 to 54,2015-11-01,2014-12-01,25 to 54 years,2015-12-01,Participation Rate,Everyone,88.3,88.3
December 2013,25 to 54,2014-11-01,2013-12-01,25 to 54 years,2014-12-01,Unemployment Rate,Everyone,4.6,4.6
January 2014,25 to 54,2014-12-01,2014-01-01,25 to 54 years,2015-01-01,Unemployment Rate,Everyone,5,5
February 2014,25 to 54,2015-01-01,2014-02-01,25 to 54 years,2015-02-01,Unemployment Rate,Everyone,5.6,5.6
March 2014,25 to 54,2015-02-01,2014-03-01,25 to 54 years,2015-03-01,Unemployment Rate,Everyone,6,6
April 2014,25 to 54,2015-03-01,2014-04-01,25 to 54 years,2015-04-01,Unemployment Rate,Everyone,6.3,6.3
May 2014,25 to 54,2015-04-01,2014-05-01,25 to 54 years,2015-05-01,Unemployment Rate,Everyone,6.3,6.3
June 2014,25 to 54,2015-05-01,2014-06-01,25 to 54 years,2015-06-01,Unemployment Rate,Everyone,6,6
July 2014,25 to 54,2015-06-01,2014-07-01,25 to 54 years,2015-07-01,Unemployment Rate,Everyone,5.2,5.2
July 2008,15 to 24,2009-06-01,2008-07-01,15 to 24 years,2009-07-01,Participation Rate,Everyone,78.8,78.8
August 2008,15 to 24,2009-07-01,2008-08-01,15 to 24 years,2009-08-01,Participation Rate,Everyone,80.3,80.3
September 2008,15 to 24,2009-08-01,2008-09-01,15 to 24 years,2009-09-01,Participation Rate,Everyone,77.6,77.6
October 2008,15 to 24,2009-09-01,2008-10-01,15 to 24 years,2009-10-01,Participation Rate,Everyone,72.8,72.8
November 2008,15 to 24,2009-10-01,2008-11-01,15 to 24 years,2009-11-01,Participation Rate,Everyone,71.4,71.4
December 2008,15 to 24,2009-11-01,2008-12-01,15 to 24 years,2009-12-01,Participation Rate,Everyone,72.1,72.1
January 2009,15 to 24,2009-12-01,2009-01-01,15 to 24 years,2010-01-01,Participation Rate,Everyone,71.4,71.4
February 2009,15 to 24,2010-01-01,2009-02-01,15 to 24 years,2010-02-01,Participation Rate,Everyone,70.2,70.2
March 2009,15 to 24,2010-02-01,2009-03-01,15 to 24 years,2010-03-01,Participation Rate,Everyone,69.3,69.3
April 2009,15 to 24,2010-03-01,2009-04-01,15 to 24 years,2010-04-01,Participation Rate,Everyone,69.3,69.3
May 2009,15 to 24,2010-04-01,2009-05-01,15 to 24 years,2010-05-01,Participation Rate,Everyone,71,71
June 2009,15 to 24,2010-05-01,2009-06-01,15 to 24 years,2010-06-01,Participation Rate,Everyone,73.5,73.5
July 2009,15 to 24,2010-06-01,2009-07-01,15 to 24 years,2010-07-01,Participation Rate,Everyone,75.7,75.7
July 2008,15 to 24,2009-06-01,2008-07-01,15 to 24 years,2009-07-01,Unemployment Rate,Everyone,12.3,12.3
August 2008,15 to 24,2009-07-01,2008-08-01,15 to 24 years,2009-08-01,Unemployment Rate,Everyone,12.3,12.3
September 2008,15 to 24,2009-08-01,2008-09-01,15 to 24 years,2009-09-01,Unemployment Rate,Everyone,13.7,13.7
October 2008,15 to 24,2009-09-01,2008-10-01,15 to 24 years,2009-10-01,Unemployment Rate,Everyone,13.4,13.4
November 2008,15 to 24,2009-10-01,2008-11-01,15 to 24 years,2009-11-01,Unemployment Rate,Everyone,13.1,13.1
December 2008,15 to 24,2009-11-01,2008-12-01,15 to 24 years,2009-12-01,Unemployment Rate,Everyone,11.7,11.7
January 2009,15 to 24,2009-12-01,2009-01-01,15 to 24 years,2010-01-01,Unemployment Rate,Everyone,12,12
February 2009,15 to 24,2010-01-01,2009-02-01,15 to 24 years,2010-02-01,Unemployment Rate,Everyone,12,12
March 2009,15 to 24,2010-02-01,2009-03-01,15 to 24 years,2010-03-01,Unemployment Rate,Everyone,12.5,12.5
April 2009,15 to 24,2010-03-01,2009-04-01,15 to 24 years,2010-04-01,Unemployment Rate,Everyone,11.6,11.6
May 2009,15 to 24,2010-04-01,2009-05-01,15 to 24 years,2010-05-01,Unemployment Rate,Everyone,11.3,11.3
June 2009,15 to 24,2010-05-01,2009-06-01,15 to 24 years,2010-06-01,Unemployment Rate,Everyone,10.9,10.9
July 2009,15 to 24,2010-06-01,2009-07-01,15 to 24 years,2010-07-01,Unemployment Rate,Everyone,11.9,11.9
July 2008,,2009-06-01,2008-07-01,All working ages (15+),2009-07-01,Participation Rate,Everyone,72.2,72.2
August 2008,,2009-07-01,2008-08-01,All working ages (15+),2009-08-01,Participation Rate,Everyone,72.1,72.1
September 2008,,2009-08-01,2008-09-01,All working ages (15+),2009-09-01,Participation Rate,Everyone,71.3,71.3
