_previousYear,_units,Dataset,Date,Table Names,_valueConnector,Value
2003-10-01,(2002=100),Consumer Price Index,2004-10-01,table 18100004.hyper/table 18100004,105.9,105.9
2003-11-01,(2002=100),Consumer Price Index,2004-11-01,table 18100004.hyper/table 18100004,106.4,106.4
2003-12-01,(2002=100),Consumer Price Index,2004-12-01,table 18100004.hyper/table 18100004,106,106
2004-01-01,(2002=100),Consumer Price Index,2005-01-01,table 18100004.hyper/table 18100004,105.7,105.7
2004-02-01,(2002=100),Consumer Price Index,2005-02-01,table 18100004.hyper/table 18100004,105.9,105.9
2004-03-01,(2002=100),Consumer Price Index,2005-03-01,table 18100004.hyper/table 18100004,106.6,106.6
2004-04-01,(2002=100),Consumer Price Index,2005-04-01,table 18100004.hyper/table 18100004,107,107
2004-05-01,(2002=100),Consumer Price Index,2005-05-01,table 18100004.hyper/table 18100004,107.2,107.2
2004-06-01,(2002=100),Consumer Price Index,2005-06-01,table 18100004.hyper/table 18100004,107.1,107.1
2004-07-01,(2002=100),Consumer Price Index,2005-07-01,table 18100004.hyper/table 18100004,107.4,107.4
2004-08-01,(2002=100),Consumer Price Index,2005-08-01,table 18100004.hyper/table 18100004,108.2,108.2
2004-09-01,(2002=100),Consumer Price Index,2005-09-01,table 18100004.hyper/table 18100004,109.6,109.6
2004-10-01,(2002=100),Consumer Price Index,2005-10-01,table 18100004.hyper/table 18100004,109.1,109.1
2004-11-01,(2002=100),Consumer Price Index,2005-11-01,table 18100004.hyper/table 18100004,108.5,108.5
2004-12-01,(2002=100),Consumer Price Index,2005-12-01,table 18100004.hyper/table 18100004,108.6,108.6
2005-01-01,(2002=100),Consumer Price Index,2006-01-01,table 18100004.hyper/table 18100004,108.6,108.6
2005-02-01,(2002=100),Consumer Price Index,2006-02-01,table 18100004.hyper/table 18100004,108.3,108.3
2005-03-01,(2002=100),Consumer Price Index,2006-03-01,table 18100004.hyper/table 18100004,108.9,108.9
2005-04-01,(2002=100),Consumer Price Index,2006-04-01,table 18100004.hyper/table 18100004,110.2,110.2
2016-01-01,(2002=100),Consumer Price Index,2017-01-01,table 18100004.hyper/table 18100004,130.5,130.5
2016-02-01,(2002=100),Consumer Price Index,2017-02-01,table 18100004.hyper/table 18100004,130.3,130.3
2016-03-01,(2002=100),Consumer Price Index,2017-03-01,table 18100004.hyper/table 18100004,130.7,130.7
2016-04-01,(2002=100),Consumer Price Index,2017-04-01,table 18100004.hyper/table 18100004,130.9,130.9
2016-05-01,(2002=100),Consumer Price Index,2017-05-01,table 18100004.hyper/table 18100004,131.1,131.1
2016-06-01,(2002=100),Consumer Price Index,2017-06-01,table 18100004.hyper/table 18100004,131.2,131.2
2016-07-01,(2002=100),Consumer Price Index,2017-07-01,table 18100004.hyper/table 18100004,131.3,131.3
2016-08-01,(2002=100),Consumer Price Index,2017-08-01,table 18100004.hyper/table 18100004,131.4,131.4
2016-09-01,(2002=100),Consumer Price Index,2017-09-01,table 18100004.hyper/table 18100004,132.2,132.2
2016-10-01,(2002=100),Consumer Price Index,2017-10-01,table 18100004.hyper/table 18100004,131.6,131.6
2016-11-01,(2002=100),Consumer Price Index,2017-11-01,table 18100004.hyper/table 18100004,132,132
2016-12-01,(2002=100),Consumer Price Index,2017-12-01,table 18100004.hyper/table 18100004,131.5,131.5
2017-01-01,(2002=100),Consumer Price Index,2018-01-01,table 18100004.hyper/table 18100004,132.2,132.2
2017-02-01,(2002=100),Consumer Price Index,2018-02-01,table 18100004.hyper/table 18100004,133.1,133.1
2017-03-01,(2002=100),Consumer Price Index,2018-03-01,table 18100004.hyper/table 18100004,133.8,133.8
2017-04-01,(2002=100),Consumer Price Index,2018-04-01,table 18100004.hyper/table 18100004,134.4,134.4
2017-05-01,(2002=100),Consumer Price Index,2018-05-01,table 18100004.hyper/table 18100004,133.9,133.9
2017-06-01,(2002=100),Consumer Price Index,2018-06-01,table 18100004.hyper/table 18100004,133.9,133.9
2017-07-01,(2002=100),Consumer Price Index,2018-07-01,table 18100004.hyper/table 18100004,134.6,134.6
2017-08-01,(2002=100),Consumer Price Index,2018-08-01,table 18100004.hyper/table 18100004,134.9,134.9
2017-09-01,(2002=100),Consumer Price Index,2018-09-01,table 18100004.hyper/table 18100004,134.2,134.2
2017-10-01,(2002=100),Consumer Price Index,2018-10-01,table 18100004.hyper/table 18100004,135.2,135.2
2017-11-01,(2002=100),Consumer Price Index,2018-11-01,table 18100004.hyper/table 18100004,134.3,134.3
2017-12-01,(2002=100),Consumer Price Index,2018-12-01,table 18100004.hyper/table 18100004,133.5,133.5
2018-01-01,(2002=100),Consumer Price Index,2019-01-01,table 18100004.hyper/table 18100004,133.5,133.5
2018-02-01,(2002=100),Consumer Price Index,2019-02-01,table 18100004.hyper/table 18100004,134.5,134.5
2018-03-01,(2002=100),Consumer Price Index,2019-03-01,table 18100004.hyper/table 18100004,135.5,135.5
2018-04-01,(2002=100),Consumer Price Index,2019-04-01,table 18100004.hyper/table 18100004,135.9,135.9
2018-05-01,(2002=100),Consumer Price Index,2019-05-01,table 18100004.hyper/table 18100004,136.3,136.3
2018-06-01,(2002=100),Consumer Price Index,2019-06-01,table 18100004.hyper/table 18100004,136,136
2018-07-01,(2002=100),Consumer Price Index,2019-07-01,table 18100004.hyper/table 18100004,137,137
2018-08-01,(2002=100),Consumer Price Index,2019-08-01,table 18100004.hyper/table 18100004,136.9,136.9
2018-09-01,(2002=100),Consumer Price Index,2019-09-01,table 18100004.hyper/table 18100004,137.1,137.1
2018-10-01,(2002=100),Consumer Price Index,2019-10-01,table 18100004.hyper/table 18100004,136.5,136.5
2018-11-01,(2002=100),Consumer Price Index,2019-11-01,table 18100004.hyper/table 18100004,136.9,136.9
2018-12-01,(2002=100),Consumer Price Index,2019-12-01,table 18100004.hyper/table 18100004,136.4,136.4
2019-01-01,(2002=100),Consumer Price Index,2020-01-01,table 18100004.hyper/table 18100004,137.1,137.1
2019-02-01,(2002=100),Consumer Price Index,2020-02-01,table 18100004.hyper/table 18100004,137.7,137.7
2019-03-01,(2002=100),Consumer Price Index,2020-03-01,table 18100004.hyper/table 18100004,136.8,136.8
2019-04-01,(2002=100),Consumer Price Index,2020-04-01,table 18100004.hyper/table 18100004,135.5,135.5
2019-05-01,(2002=100),Consumer Price Index,2020-05-01,table 18100004.hyper/table 18100004,135.4,135.4
2019-06-01,(2002=100),Consumer Price Index,2020-06-01,table 18100004.hyper/table 18100004,136.5,136.5
2019-07-01,(2002=100),Consumer Price Index,2020-07-01,table 18100004.hyper/table 18100004,136.5,136.5
2019-08-01,(2002=100),Consumer Price Index,2020-08-01,table 18100004.hyper/table 18100004,136.3,136.3
2019-09-01,(2002=100),Consumer Price Index,2020-09-01,table 18100004.hyper/table 18100004,136.4,136.4
2019-10-01,(2002=100),Consumer Price Index,2020-10-01,table 18100004.hyper/table 18100004,137.3,137.3
2019-11-01,(2002=100),Consumer Price Index,2020-11-01,table 18100004.hyper/table 18100004,137.7,137.7
2019-12-01,(2002=100),Consumer Price Index,2020-12-01,table 18100004.hyper/table 18100004,137.6,137.6
2020-01-01,(2002=100),Consumer Price Index,2021-01-01,table 18100004.hyper/table 18100004,139,139
2020-02-01,(2002=100),Consumer Price Index,2021-02-01,table 18100004.hyper/table 18100004,139.6,139.6
2020-03-01,(2002=100),Consumer Price Index,2021-03-01,table 18100004.hyper/table 18100004,140.4,140.4
2020-04-01,(2002=100),Consumer Price Index,2021-04-01,table 18100004.hyper/table 18100004,141,141
2020-05-01,(2002=100),Consumer Price Index,2021-05-01,table 18100004.hyper/table 18100004,141.6,141.6
2020-06-01,(2002=100),Consumer Price Index,2021-06-01,table 18100004.hyper/table 18100004,141.5,141.5
2020-07-01,(2002=100),Consumer Price Index,2021-07-01,table 18100004.hyper/table 18100004,142.6,142.6
2020-08-01,(2002=100),Consumer Price Index,2021-08-01,table 18100004.hyper/table 18100004,142.9,142.9
2020-09-01,(2002=100),Consumer Price Index,2021-09-01,table 18100004.hyper/table 18100004,143,143
2020-10-01,(2002=100),Consumer Price Index,2021-10-01,table 18100004.hyper/table 18100004,144.1,144.1
2020-11-01,(2002=100),Consumer Price Index,2021-11-01,table 18100004.hyper/table 18100004,144.3,144.3
2020-12-01,(2002=100),Consumer Price Index,2021-12-01,table 18100004.hyper/table 18100004,143.7,143.7
2021-01-01,(2002=100),Consumer Price Index,2022-01-01,table 18100004.hyper/table 18100004,145.6,145.6
2021-02-01,(2002=100),Consumer Price Index,2022-02-01,table 18100004.hyper/table 18100004,147.1,147.1
2021-03-01,(2002=100),Consumer Price Index,2022-03-01,table 18100004.hyper/table 18100004,149.7,149.7
